OBJID;RA;DEC;countrates_0.3-10keV(ph.s-1);countrates_error_0.3-10keV(ph.s-1);exposure_time(s);countrates_0.3-1keV(ph.s-1);countrates_error_0.3-1keV(ph.s-1);upper_limit_0.3-1keV(ph.s-1);countrates_1-2keV(ph.s-1);countrates_error_1-2keV(ph.s-1);upper_limit_1-2keV(ph.s-1);countrates_2-10keV(ph.s-1);countrates_error_2-10keV(ph.s-1);upper_limit_2-10keV(ph.s-1)
2216;39.63679166666665;-1.380155;0.0003125;6.6e-05;159420.0;2.084e-05;1.716e-05;-999.0;5.209e-05;2.706e-05;-999.0;0.0002396;5.742e-05;-999.0
2217;39.67308750000001;-1.3117261111111111;0.0003215;6.6e-05;160077.0;2.679e-05;1.928e-05;-999.0;4.018e-05;2.373e-05;-999.0;0.0002545;5.858e-05;-999.0
2220;39.67923333333334;-1.30668;0.000323;6.6e-05;160312.0;0.0001146;4.026e-05;-999.0;9.378e-05;3.63e-05;-999.0;0.0001146;4.026e-05;-999.0
2219;39.60494583333332;-1.4084383333333332;0.0002802;6.4e-05;153245.0;0.0001911;5.321e-05;-999.0;7.644e-05;3.38e-05;-999.0;1.274e-05;1.366e-05;-999.0
2218;39.63044583333334;-1.2063972222222221;0.00019350000000000001;5.7e-05;146546.0;3.224e-05;2.313e-05;-999.0;1.612e-05;1.652e-05;-999.0;0.000145;4.957e-05;-999.0
2224;39.67134166666665;-1.2418730555555557;0.00032669999999999997;6.7e-05;159009.0;0.0001239;4.128e-05;-999.0;9.011e-05;3.519e-05;-999.0;0.0001127;3.925e-05;-999.0
2221;39.66430833333334;-1.3664005555555556;0.002534;0.00015;159736.0;0.0009835;9.167e-05;-999.0;0.0009238999999999999;9.167e-05;-999.0;0.0006261;7.5e-05;-999.0
2222;39.6834125;-1.2893849999999998;0.00020580000000000002;5.7e-05;160053.0;0.0001574;4.95e-05;-999.0;2.421e-05;1.95e-05;-999.0;2.421e-05;1.95e-05;-999.0
2019;39.59729999999999;-1.175101388888889;0.00027489999999999996;6.3e-05;156358.0;0.0001145;4.04e-05;-999.0;0.00010309999999999999;3.835e-05;-999.0;5.726e-05;2.876e-05;-999.0
2226;39.64351666666667;-1.193331388888889;0.0006922;9.1e-05;153184.0;0.00020659999999999998;5.014e-05;-999.0;0.000279;5.757e-05;-999.0;0.00020659999999999998;5.014e-05;-999.0
2021;39.57194999999999;-1.169288888888889;0.0002096;5.8e-05;156066.0;5.241e-05;2.9e-05;-999.0;8.388e-05;3.66e-05;-999.0;7.335e-05;3.452e-05;-999.0
2022;39.43567916666666;-1.3550119444444446;0.0002;5.7e-05;159542.0;3.001e-05;2.198e-05;-999.0;0.0001;4.052e-05;-999.0;7e-05;3.365e-05;-999.0
2228;39.6832;-1.3495352777777776;0.0003234;6.7e-05;160113.0;8.389e-05;3.42e-05;-999.0;8.389e-05;3.42e-05;-999.0;0.0001557;4.676e-05;-999.0
2229;39.63845416666666;-1.4078116666666667;0.0002816;6.4e-05;160013.0;5.28e-05;2.768e-05;-999.0;0.0001584;4.843e-05;-999.0;7.04e-05;3.2e-05;-999.0
2025;39.49228333333332;-1.1754916666666668;0.00022789999999999998;5.9e-05;149880.0;0.0001302;4.465e-05;-999.0;1.628e-05;1.595e-05;-999.0;8.14e-05;3.508e-05;-999.0
2026;39.416687499999995;-1.2572405555555555;0.000359;7.2e-05;159050.0;0.0001274;4.464e-05;-999.0;0.0001505;4.896e-05;-999.0;8.104e-05;3.6e-05;-999.0
2232;39.436087499999985;-1.3872166666666665;0.001407;0.00011999999999999999;159623.0;0.0005377000000000001;7.371e-05;-999.0;0.0004136;6.514e-05;-999.0;0.000455;6.857e-05;-999.0
2233;39.7058375;-1.322186388888889;0.0005219;8.2e-05;158571.0;6.365e-05;2.938e-05;-999.0;0.0002928;6.218e-05;-999.0;0.0001655;4.715e-05;-999.0
2234;39.41952083333334;-1.362308888888889;0.0001598;5.3e-05;160029.0;6.144e-05;3.274e-05;-999.0;1.228e-05;1.481e-05;-999.0;8.601e-05;3.897e-05;-999.0
2235;39.68022500000001;-1.2092655555555556;0.0001964;5.8e-05;157679.0;0.0001419;4.941e-05;-999.0;4.365e-05;2.721e-05;-999.0;1.091e-05;1.36e-05;-999.0
2236;39.41505833333332;-1.3585844444444446;0.00015959999999999998;5.4e-05;160228.0;5.631e-05;3.185e-05;-999.0;6.57e-05;3.462e-05;-999.0;3.754e-05;2.631e-05;-999.0
2032;39.6173;-1.1601869444444444;0.0001835;5.8e-05;141585.0;6.551e-05;3.48e-05;-999.0;2.621e-05;2.175e-05;-999.0;9.175e-05;4.133e-05;-999.0
2033;39.434558333333314;-1.1993936111111112;0.0002234;6.1e-05;142865.0;3.351e-05;2.336e-05;-999.0;4.468e-05;2.726e-05;-999.0;0.0001452;4.867e-05;-999.0
2238;39.53886666666665;-1.1413933333333333;0.0003477;6.8e-05;147511.0;3.162e-05;2.033e-05;-999.0;4.742e-05;2.524e-05;-999.0;0.00026869999999999997;6.029e-05;-999.0
2240;39.49496666666667;-1.1530775;0.0003045;6.6e-05;143168.0;0.0001171;4.114e-05;-999.0;9.37e-05;3.6e-05;-999.0;9.37e-05;3.6e-05;-999.0
2239;39.68188749999999;-1.3980372222222222;0.0001797;5.6e-05;158698.0;1.123e-05;1.382e-05;-999.0;7.86e-05;3.709e-05;-999.0;8.984e-05;4e-05;-999.0
2241;39.43043749999998;-1.4031572222222222;0.0002556;6.3e-05;158980.0;5.382e-05;2.925e-05;-999.0;8.075e-05;3.525e-05;-999.0;0.00012109999999999999;4.35e-05;-999.0
2038;39.390600000000006;-1.2794294444444443;0.0003633;7.3e-05;150974.0;0.00012109999999999999;4.194e-05;-999.0;0.000173;5.048e-05;-999.0;6.921e-05;3.184e-05;-999.0
2243;39.457862499999976;-1.4344066666666666;0.0001673;5.6e-05;158676.0;7.875e-05;3.802e-05;-999.0;4.921e-05;3.042e-05;-999.0;3.937e-05;2.696e-05;-999.0
2244;39.456604166666665;-1.1619163888888888;0.00030060000000000004;6.7e-05;137383.0;2.147e-05;1.813e-05;-999.0;8.587e-05;3.626e-05;-999.0;0.0001932;5.36e-05;-999.0
2245;39.39263333333332;-1.3426958333333332;0.00017380000000000002;5.5e-05;158403.0;7.9e-05;3.723e-05;-999.0;1.58e-05;1.692e-05;-999.0;7.9e-05;3.723e-05;-999.0
2247;39.489591666666655;-1.4585424999999999;0.0007436;9.7e-05;142161.0;0.0002124;5.026e-05;-999.0;0.000354;6.525e-05;-999.0;0.0001771;4.585e-05;-999.0
2248;39.701149999999984;-1.3943391666666667;0.0001751;5.6e-05;157250.0;8.238e-05;3.824e-05;-999.0;6.177e-05;3.346e-05;-999.0;3.09e-05;2.39e-05;-999.0
2252;39.381474999999995;-1.2950249999999999;0.0006343;8.9e-05;150366.0;0.0002499;5.562e-05;-999.0;0.0002499;5.562e-05;-999.0;0.0001346;4.079e-05;-999.0
2249;39.69174166666667;-1.4040527777777776;0.0002073;5.9e-05;158139.0;0.00014350000000000002;4.903e-05;-999.0;4.784e-05;2.825e-05;-999.0;1.595e-05;1.662e-05;-999.0
2250;39.387108333333344;-1.3392327777777777;0.001003;0.00011;153980.0;0.0001871;4.738e-05;-999.0;0.0003875;6.854e-05;-999.0;0.0004276;7.192e-05;-999.0
2047;39.385204166666654;-1.3282802777777778;0.00017749999999999998;5.7e-05;151780.0;1.268e-05;1.555e-05;-999.0;5.072e-05;3.035e-05;-999.0;0.0001141;4.59e-05;-999.0
2251;39.458566666666655;-1.4443425;0.0009013;0.0001;158549.0;0.0003167;5.769e-05;-999.0;0.0003411;6e-05;-999.0;0.00024359999999999999;5.077e-05;-999.0
2253;39.726587499999994;-1.2512002777777778;0.0001795;5.8e-05;149759.0;2.564e-05;2.203e-05;-999.0;6.408e-05;3.451e-05;-999.0;8.973e-05;4.111e-05;-999.0
2255;39.49795416666666;-1.4691197222222223;0.0003208;7.2e-05;144039.0;4.376e-05;2.736e-05;-999.0;0.00014580000000000002;5.04e-05;-999.0;0.00013130000000000002;4.752e-05;-999.0
2258;39.639295833333335;-1.1360416666666666;0.001192;0.00013000000000000002;137450.0;0.0001727;4.94e-05;-999.0;0.000361;7.193e-05;-999.0;0.0006591;9.533e-05;-999.0
2256;39.37514999999999;-1.287541111111111;0.00019930000000000002;5.9e-05;143890.0;8.307e-05;3.831e-05;-999.0;4.982e-05;2.912e-05;-999.0;6.643e-05;3.371e-05;-999.0
2257;39.5766625;-1.4830072222222224;0.001577;0.00013000000000000002;149689.0;0.0007028;8.667e-05;-999.0;0.0006171;8.233e-05;-999.0;0.0002571;5.287e-05;-999.0
2259;39.68062916666668;-1.1641247222222222;0.0003404;7.5e-05;144419.0;5.375e-05;3.015e-05;-999.0;0.0001075;4.175e-05;-999.0;0.0001792;5.412e-05;-999.0
2260;39.56825416666666;-1.483133888888889;0.00031860000000000005;7e-05;148140.0;0.00015930000000000002;4.926e-05;-999.0;9.102e-05;3.716e-05;-999.0;6.826e-05;3.284e-05;-999.0
2056;39.371708333333345;-1.3179425;0.0002056;6.1e-05;140390.0;0.0001028;4.27e-05;-999.0;1.713e-05;1.754e-05;-999.0;8.571e-05;3.889e-05;-999.0
2262;39.54567499999999;-1.4906641666666667;0.0005531000000000001;8.6e-05;153195.0;0.0001901;5.088e-05;-999.0;0.0001383;4.3e-05;-999.0;0.0002247;5.518e-05;-999.0
2058;39.37042083333333;-1.2539536111111111;0.0005837999999999999;9.1e-05;132967.0;4.865e-05;2.654e-05;-999.0;0.00024330000000000003;5.915e-05;-999.0;0.00029189999999999994;6.446e-05;-999.0
2265;39.37444583333331;-1.351185;0.0002085;6e-05;140701.0;0.00011909999999999998;4.552e-05;-999.0;1.489e-05;1.586e-05;-999.0;7.448e-05;3.586e-05;-999.0
2266;39.3794125;-1.2250916666666667;0.0005122999999999999;8.5e-05;131489.0;0.00025610000000000005;6.071e-05;-999.0;0.0001921;5.204e-05;-999.0;6.403e-05;3.036e-05;-999.0
2269;39.646649999999994;-1.4744016666666668;0.0016530000000000002;0.00015;150700.0;0.0004276;7.417e-05;-999.0;0.0007269;0.0001;-999.0;0.0004989;8.083e-05;-999.0
2062;39.4063625;-1.1783750000000002;0.0004832;8.7e-05;109855.0;3.451e-05;2.294e-05;-999.0;0.0001726;5.141e-05;-999.0;0.0002761;6.485e-05;-999.0
2263;39.43385416666666;-1.4441058333333334;0.0004899;8.2e-05;158238.0;0.0002375;5.603e-05;-999.0;0.00010390000000000002;3.69e-05;-999.0;0.0001485;4.442e-05;-999.0
2268;39.40567916666666;-1.4240644444444446;0.0002699;6.5e-05;153612.0;5.785e-05;2.969e-05;-999.0;0.000135;4.574e-05;-999.0;7.713e-05;3.451e-05;-999.0
2270;39.753329166666674;-1.3441155555555555;0.000773;0.00011;140136.0;0.00015780000000000001;5.133e-05;-999.0;0.0002209;6.142e-05;-999.0;0.0003944;8.158e-05;-999.0
2271;39.42318749999998;-1.4489538888888889;0.0002105;6.2e-05;151847.0;5.261e-05;3.06e-05;-999.0;5.261e-05;3.06e-05;-999.0;0.00010520000000000001;4.348e-05;-999.0
2272;39.733125;-1.3975775;0.00048019999999999996;8.7e-05;145399.0;7.388e-05;3.335e-05;-999.0;0.0002032;5.582e-05;-999.0;0.0002032;5.582e-05;-999.0
2273;39.399483333333336;-1.4280608333333333;0.000234;6.6e-05;140790.0;8.509e-05;4.01e-05;-999.0;2.127e-05;2.005e-05;-999.0;0.00012770000000000001;4.929e-05;-999.0
2069;-46.293316666666726;0.6988897222222222;0.002268;0.0008699999999999999;4286.3;0.0;-0.8691;0.002144;0.0;-0.8691;0.002144;0.002268;0.0008699999999999999;-999.0
2070;-46.42125833333341;0.8212608333333333;0.01746;0.0022;4327.8;0.00761;0.00145;-999.0;0.006714;0.00135;-999.0;0.003133;0.00095;-999.0
2071;-46.3164000000001;0.8986063888888889;0.002904;0.001;3910.2;0.002489;0.0009048;-999.0;0.001117;-0.999;0.00274;0.00041479999999999995;0.0003762;-999.0
2072;30.31461250000001;0.52658;0.035160000000000004;0.0016;15329.0;0.016730000000000002;0.001129;-999.0;0.01077;0.0009035;-999.0;0.0076549999999999995;0.0007624;-999.0
2073;30.37710416666667;0.5067563888888889;0.0008652000000000001;0.0003;15093.0;0.000618;0.00025140000000000004;-999.0;0.0002472;0.00016219999999999999;-999.0;0.0001884;-0.2997;0.0008165
2074;30.27564583333333;0.5665969444444445;0.13;0.003;15407.0;0.06415;0.002129;-999.0;0.046439999999999995;0.0017420000000000003;-999.0;0.01944;0.001161;-999.0
2075;30.428820833333333;0.5396002777777777;0.001656;0.00039;14945.1;0.0008281;0.0002765;-999.0;0.0004141;0.0001915;-999.0;0.0004141;0.0001915;-999.0
2076;30.310070833333327;0.46003222222222223;0.0011330000000000001;0.00033999999999999997;15517.2;0.0005666;0.0002403;-999.0;0.00033999999999999997;0.00018759999999999998;-999.0;0.00022669999999999998;0.0001524;-999.0
2077;30.443437499999987;0.5314508333333334;0.003059;0.0005200000000000001;14797.5;0.000161;0.00012090000000000001;-999.0;0.000805;0.000266;-999.0;0.002093;0.0004293;-999.0
2078;30.436370833333342;0.6261672222222222;0.001531;0.0004;15205.0;0.0001392;0.00011870000000000001;-999.0;0.0009744999999999999;0.0003188;-999.0;0.00041769999999999996;0.00020619999999999997;-999.0
2079;30.23306249999999;0.4916586111111111;0.002359;0.00047999999999999996;15599.4;0.0008846;0.0002944;-999.0;0.0008846;0.0002944;-999.0;0.0005897999999999999;0.0002432;-999.0
2080;30.197062499999987;0.5201055555555556;0.0020829999999999998;0.00047000000000000004;16104.8;0.0009109999999999999;0.0003133;-999.0;0.0005207;0.0002381;-999.0;0.0006508999999999999;0.00026319999999999995;-999.0
2081;30.384416666666652;0.3974763888888889;0.001859;0.00047000000000000004;10246.4;0.0004647;0.000239;-999.0;0.001394;0.00040629999999999996;-999.0;0.0005809999999999999;-0.4695;0.0030670000000000003
2082;30.18430833333332;0.6303947222222223;0.0009853;0.00035;15863.8;0.00024619999999999997;-0.3497;0.001084;0.0004927;0.00025;-999.0;0.0004927;0.00025;-999.0
2083;30.236183333333344;0.6955925000000001;0.00195;0.00045999999999999996;15783.9;0.00105;0.0003386;-999.0;0.0009000999999999999;0.0003131;-999.0;0.0009748;-0.4595;0.0009916999999999999
2084;30.14806249999998;0.638595;0.002487;0.00058;11195.4;0.0006218;0.00029;-999.0;0.0012439999999999999;0.0004086;-999.0;0.0006218;0.00029;-999.0
2085;30.119437500000004;0.5928527777777778;0.006638;0.0009199999999999999;10228.0;0.0005532;0.0002607;-999.0;0.0022129999999999997;0.000529;-999.0;0.003872;0.0006977;-999.0
2086;30.120704166666656;0.4797602777777778;0.008283;0.0011;5700.6;0.003107;0.0006368;-999.0;0.003107;0.0006368;-999.0;0.002071;0.0005384;-999.0
2087;30.605950000000007;1.4174483333333334;0.0036590000000000004;0.0016;1968.3;0.002196;0.0012519999999999999;-999.0;0.0;-1.598;0.004837;0.001463;0.0010429999999999999;-999.0
4226;30.464841666666672;1.4843016666666666;0.022109999999999998;0.0035;2814.6;0.005895;0.0018329999999999998;-999.0;0.0044210000000000005;0.001583;-999.0;0.01179;0.002583;-999.0
2089;30.44393333333332;1.287051111111111;0.21;0.012;713.5;0.1008;0.0088;-999.0;0.09237999999999999;0.008;-999.0;0.01679;0.00344;-999.0
4225;30.353841666666654;1.434603888888889;0.009717;0.0024;1801.9;0.009717;-2.398;0.012830000000000001;0.003887;0.0015220000000000001;-999.0;0.00583;0.0018149999999999998;-999.0
2139;57.38120833333332;-0.9760705555555556;0.0006449;0.00015;37622.0;0.000258;9.167e-05;-999.0;0.0002456;-0.1498;0.0008522;0.00038689999999999997;0.0001167;-999.0
2142;57.148583333333335;-0.8403163888888889;0.00035069999999999996;0.00011;54902.1;3.897e-05;3.712e-05;-999.0;7.793e-05;5.294e-05;-999.0;0.00023380000000000002;8.937e-05;-999.0
2153;57.13635416666665;-1.0497358333333335;0.0006019;0.00016;45658.3;7.523e-05;5.6e-05;-999.0;0.00022569999999999996;9.6e-05;-999.0;0.0003009;0.00011200000000000001;-999.0
2155;57.07647499999999;-0.8791652777777778;0.0005116000000000001;0.00015;45206.3;0.0001462;7.895e-05;-999.0;7.309e-05;5.605e-05;-999.0;0.0002924;0.0001105;-999.0
2157;57.177787499999994;-1.0979472222222222;0.001046;0.0002;42501.6;0.00037360000000000003;0.00011719999999999999;-999.0;0.00037360000000000003;0.00011719999999999999;-999.0;0.0002989;0.0001034;-999.0
2165;-23.30611250000004;0.8697797222222222;0.01431;0.002;4413.6;0.003949;0.001083;-999.0;0.006911;0.001417;-999.0;0.0034560000000000003;0.001;-999.0
2166;-23.419783333333385;0.8170125;0.002154;0.00082;4706.0;0.001539;0.0006752999999999999;-999.0;0.0006155;0.00043410000000000003;-999.0;0.0005201;-0.8192;0.002034
2167;-23.3129458333334;0.7552119444444444;0.002149;0.00084;4374.2;0.001536;-0.8392;0.003549;0.0016120000000000002;0.000728;-999.0;0.0005372999999999999;0.00042;-999.0
2168;-23.4337041666667;0.7856375;0.00298;0.0009599999999999999;4896.6;0.001655;0.0007467000000000001;-999.0;0.0009932;0.0005867000000000001;-999.0;0.0003311;0.0003253;-999.0
2183;45.921099999999996;-0.9513588888888889;0.00043559999999999996;0.00014;39336.7;0.0001867;9.1e-05;-999.0;0.0001867;9.1e-05;-999.0;6.223e-05;5.18e-05;-999.0
2211;39.59009583333332;-1.2017977777777777;0.0001494;5e-05;161234.0;9.667e-05;3.986e-05;-999.0;3.897e-05;-0.04995;5.817e-05;5.275e-05;2.973e-05;-999.0
2254;39.57635833333333;-1.477700277777778;0.0002517;6.5e-05;151033.0;6.714e-05;3.37e-05;-999.0;0.00010070000000000001;4.093e-05;-999.0;8.394e-05;3.772e-05;-999.0
2277;17.60437916666666;-0.3918716666666667;0.001224;0.00032;17399.2;0.0006121000000000001;0.00022769999999999998;-999.0;0.0003673;0.0001785;-999.0;0.0002448;0.0001415;-999.0
2278;17.60645416666665;-0.4001163888888889;0.0006282999999999999;0.00025;17363.1;0.0001256;0.0001149;-999.0;0.0002513;0.00016219999999999999;-999.0;0.0002513;0.00016219999999999999;-999.0
2283;17.57425833333332;-0.43132861111111115;0.0009093;0.0003;14986.8;0.0006819;0.0002625;-999.0;0.0002274;0.00015;-999.0;0.0004364;-0.2997;0.001501
2287;17.41129166666667;-0.2923988888888889;0.0018989999999999999;0.00045999999999999996;11220.5;0.0002712;0.0001732;-999.0;0.0005426;-0.4595;0.001789;0.001628;0.0004242;-999.0
2288;17.40957499999999;-0.24908805555555555;0.004079;0.00064;10986.0;0.001224;0.0003467;-999.0;0.0016309999999999999;0.0004;-999.0;0.001224;0.0003467;-999.0
2289;-49.96163333333334;-0.8709080555555556;0.3251;0.003;36690.1;0.1732;0.002129;-999.0;0.1133;0.0017420000000000003;-999.0;0.03862;0.001065;-999.0
2290;-49.913895833333356;-0.9339280555555556;0.0008816000000000001;0.0002;36669.7;0.00046970000000000003;-0.1998;0.0004856;0.000147;8.1e-05;-999.0;0.0007346;0.00018;-999.0
2291;-49.89182500000004;-0.9206488888888888;0.0007515;0.00018999999999999998;37723.8;0.00010740000000000001;7.057e-05;-999.0;0.00037580000000000003;0.0001357;-999.0;0.00026839999999999996;0.00010859999999999998;-999.0
2292;-49.9828541666667;-0.7886480555555555;0.0004878;0.00016;36440.4;0.00034139999999999995;0.00013440000000000001;-999.0;4.878e-05;5.056e-05;-999.0;9.758e-05;7.04e-05;-999.0
2293;-49.897258333333355;-0.9480719444444444;0.0009976000000000002;0.00022;35794.0;0.0005372999999999999;0.00015930000000000002;-999.0;0.0001535;8.345e-05;-999.0;0.0003069;0.0001214;-999.0
2294;-49.96780416666667;-0.9651844444444444;0.001175;0.00022999999999999998;37902.3;0.0002351;0.00010290000000000001;-999.0;0.0005171;0.00015130000000000002;-999.0;0.0004231;0.0001392;-999.0
2295;-50.01737500000007;-0.9433505555555556;0.0005922000000000001;0.00018;36326.1;0.00012690000000000002;8.4e-05;-999.0;0.0001692;9.6e-05;-999.0;0.00029610000000000004;0.000126;-999.0
2296;-50.060729166666704;-0.8823822222222223;0.0005184;0.00016999999999999999;37585.4;0.00017280000000000003;0.00010070000000000001;-999.0;0.00017280000000000003;0.00010070000000000001;-999.0;0.00017280000000000003;0.00010070000000000001;-999.0
2297;-49.84732916666667;-0.810953888888889;0.0005132;0.00016;38119.0;0.0002053;0.0001;-999.0;5.132e-05;5.133e-05;-999.0;0.0002566;0.0001133;-999.0
2298;-49.83850833333338;-0.8014591666666667;0.0005364;0.00016999999999999999;39138.9;0.0001463;8.84e-05;-999.0;0.0002926;0.0001224;-999.0;9.752e-05;7.48e-05;-999.0
2299;-50.06140000000005;-0.807025;0.00047000000000000004;0.00016;37901.4;0.0001567;9.043e-05;-999.0;5.222e-05;5.357e-05;-999.0;0.0002611;0.0001183;-999.0
2300;-49.87203750000003;-0.9687944444444444;0.0005849000000000001;0.00018;35486.5;0.0003343;0.0001391;-999.0;8.356e-05;6.791e-05;-999.0;0.0001671;9.818e-05;-999.0
2301;-50.048800000000085;-0.7828191666666667;0.0004046;0.00015;39314.6;0.00031460000000000006;0.0001364;-999.0;4.495e-05;5.114e-05;-999.0;4.495e-05;5.114e-05;-999.0
2302;-49.82727083333333;-0.8050266666666667;0.0004919;0.00016999999999999999;37425.2;0.0001135;8.5e-05;-999.0;0.0001892;0.0001093;-999.0;0.0001892;0.0001093;-999.0
2303;-50.0893333333334;-0.8699847222222222;0.0005367000000000001;0.00016999999999999999;39343.6;0.00010729999999999999;7.792e-05;-999.0;0.00010729999999999999;7.792e-05;-999.0;0.000322;0.0001346;-999.0
2304;-49.80942083333338;-0.8436205555555556;0.0008137;0.0002;38607.2;0.00023930000000000002;0.0001063;-999.0;0.0002872;0.00011870000000000001;-999.0;0.0002872;0.00011870000000000001;-999.0
2305;-50.07111250000008;-0.7814077777777778;0.000505;0.00016999999999999999;37480.7;0.0002525;0.0001177;-999.0;5.05e-05;5.296e-05;-999.0;0.000202;0.00010460000000000001;-999.0
2306;-49.982875000000035;-1.0168216666666665;0.0007373;0.00018999999999999998;38346.1;0.0003686;-0.1898;0.00032460000000000003;0.0003932;0.0001393;-999.0;0.0003441;0.000133;-999.0
2307;-50.04265416666675;-0.9889936111111111;0.0009697000000000001;0.00022;39118.5;0.0005172000000000001;0.00016130000000000002;-999.0;0.00025860000000000005;0.00011;-999.0;0.0001939;9.533e-05;-999.0
2308;-49.81870833333335;-0.7638830555555556;0.004614;0.00047000000000000004;27319.4;0.00018449999999999999;9.559e-05;-999.0;0.002584;0.0003505;-999.0;0.0018449999999999999;0.0003027;-999.0
2309;-50.11219166666672;-0.8573705555555555;0.0005304999999999999;0.00018;38078.5;0.00017680000000000001;0.000105;-999.0;5.894e-05;6.075e-05;-999.0;0.0002947;0.000135;-999.0
2310;-49.90961250000004;-1.0304027777777778;0.0008538;0.00021;38234.9;0.0001829;9.8e-05;-999.0;0.000366;0.00014;-999.0;0.0003049;0.000126;-999.0
2311;-50.11350416666676;-0.8871933333333333;0.0005352;0.00016999999999999999;39081.0;0.0004162;0.0001488;-999.0;0.0002294;-0.1698;0.0003929;0.0001189;7.792e-05;-999.0
2312;-50.04470416666675;-1.0175136111111112;0.001831;0.00031;28441.3;0.0007327999999999999;0.0001973;-999.0;0.00012209999999999999;7.75e-05;-999.0;0.000977;0.00022549999999999998;-999.0
2313;-49.80211250000002;-0.9818719444444445;0.00337;0.00041;27139.8;0.001026;0.000223;-999.0;0.0016120000000000002;0.00028050000000000004;-999.0;0.0007326;0.0001942;-999.0
2314;-49.885820833333355;-1.0447936111111111;0.0005592;0.00018999999999999998;35978.0;0.0004349;0.0001689;-999.0;6.214e-05;6.263e-05;-999.0;6.214e-05;6.263e-05;-999.0
2315;-20.599358333333385;-1.072395;0.0022789999999999998;0.0007099999999999999;6405.2;0.00045569999999999996;0.00031949999999999996;-999.0;0.0009115999999999999;0.0004544;-999.0;0.0009115999999999999;0.0004544;-999.0
2316;-20.581020833333355;-0.9679030555555556;0.0016539999999999999;0.00062;6477.7;0.00033089999999999997;-0.6194;0.002731;0.0008272;0.00043889999999999993;-999.0;0.0008272;0.00043889999999999993;-999.0
2317;-20.72935833333338;-1.0965994444444445;0.0026190000000000002;0.00078;5824.4;0.0007482;0.000408;-999.0;0.0011220000000000002;0.0004980000000000001;-999.0;0.0007482;0.000408;-999.0
2321;-36.949116666666725;0.2225286111111111;0.07977999999999999;0.0071;1761.3;0.0585;0.006043;-999.0;0.017730000000000003;0.0033229999999999996;-999.0;0.003546;0.001511;-999.0
2322;-36.98104999999998;0.3852605555555556;0.005225;0.0021;1485.0;0.003831;-2.0980000000000003;0.008634000000000001;0.003918;0.001843;-999.0;0.001306;0.0010710000000000001;-999.0
2323;30.098762499999992;0.09544583333333333;0.00755;0.0037;841.4;0.002516;0.002148;-999.0;0.005032;0.0030440000000000003;-999.0;0.0;-3.696;0.016640000000000002
2324;-20.316933333333395;1.1390888888888888;0.01581;0.0021;3975.2;0.005873;0.001287;-999.0;0.005873;0.001287;-999.0;0.004065999999999999;0.001084;-999.0
2325;-20.284687500000018;1.2261922222222223;0.002368;0.0009199999999999999;3805.9;0.0009476;0.0005803;-999.0;0.0014210000000000002;0.0007077000000000001;-999.0;0.0006091;-0.9191;0.003129
2326;54.51597083333331;1.3184527777777777;0.005568;0.00088;9545.5;0.0018559999999999998;0.0005133;-999.0;0.0024129999999999998;0.0005792999999999999;-999.0;0.001299;0.00042530000000000004;-999.0
2327;54.48236666666665;1.2827380555555554;0.001172;0.00045999999999999996;9897.7;0.0001465;0.000161;-999.0;0.0005081;-0.4595;0.0009658;0.001026;0.0004293;-999.0
2328;54.548974999999984;1.403505;0.0015220000000000001;0.0005;9905.5;0.0008451999999999999;0.00036930000000000003;-999.0;0.0005073;0.0002898;-999.0;0.0001691;0.00016480000000000002;-999.0
2329;54.49042499999999;1.410028611111111;0.009590000000000001;0.0012;9916.4;0.004413;0.0008;-999.0;0.004221;0.0008;-999.0;0.000959;0.00037710000000000006;-999.0
2330;54.405145833333336;1.311371388888889;0.0016300000000000002;0.00053;8639.5;0.0005432000000000001;0.0003075;-999.0;0.0008148999999999999;0.0003795;-999.0;0.00027160000000000004;0.00021590000000000002;-999.0
2331;54.67302916666665;1.2184816666666667;0.001101;0.00045999999999999996;9911.6;0.0005502999999999999;0.00032680000000000003;-999.0;0.0005502999999999999;0.00032680000000000003;-999.0;0.0001834;-0.4595;0.00121
2332;54.695616666666666;1.3149988888888888;0.00237;0.00063;9872.7;0.00023700000000000001;0.00019930000000000002;-999.0;0.001185;0.00045;-999.0;0.0009482000000000001;0.00039860000000000004;-999.0
2333;54.388329166666665;1.193926388888889;0.001771;0.00061;9461.0;0.0010630000000000001;0.0004717;-999.0;0.0003542;0.00026839999999999996;-999.0;0.0003542;0.00026839999999999996;-999.0
2334;-9.982091666666747;-0.026031944444444444;0.0013460000000000002;0.00047000000000000004;9619.0;0.0007695;0.00035660000000000005;-999.0;0.0001923;0.00017830000000000002;-999.0;0.00038469999999999997;0.0002512;-999.0
2335;-9.98625833333341;0.05494611111111111;0.001361;0.00047000000000000004;9658.3;0.001088;0.000421;-999.0;0.0002721;0.0002154;-999.0;0.00038889999999999997;-0.4695;0.001795
2336;-10.043133333333401;0.06606222222222222;0.0023710000000000003;0.0006;9619.8;0.0003951;0.000248;-999.0;0.0001975;0.000176;-999.0;0.001778;0.0005200000000000001;-999.0
2337;-10.097200000000043;0.001318888888888889;0.003668;0.00073;9566.6;0.00107;0.0003845;-999.0;0.0015279999999999998;0.0004623;-999.0;0.00107;0.0003845;-999.0
